PERIFEREIA	PRCODE	EKL_PERIF	DIMOS	ET	ADDRESS	PLACE	PSIFISAN	AKIRA_LEFKA	EGGIRA	Geor	Meim	Mits	Tzi	rGeor	rMeim	rMits	rTzi	pGeor	pMeim	pMits	pTzi
PKM	9	ΧΑΛΚΙΔΙΚΗΣ	ΑΡΙΣΤΟΤΕΛΗ	11004	ΙΕΡΙΣΣΟΣ	ΚΕΠ ΙΕΡΙΣΣΟΥ	196	6	190	14	52	15	109	4	2	3	1	7.37%	27.37%	7.89%	57.37%
PKM	9	ΧΑΛΚΙΔΙΚΗΣ	ΚΑΣΣΑΝΔΡΑΣ	11005	ΚΑΣΣΑΝΔΡΑ	ΔΗΜΑΡΧΕΙΟ	382	5	377	32	96	68	181	4	2	3	1	8.49%	25.46%	18.04%	48.01%
PKM	9	ΧΑΛΚΙΔΙΚΗΣ	ΚΑΣΣΑΝΔΡΑΣ	11006	ΠΑΛΛΗΝΗ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	291	1	290	37	65	63	125	4	2	3	1	12.76%	22.41%	21.72%	43.10%
PKM	9	ΧΑΛΚΙΔΙΚΗΣ	ΝΕΑΣΠΡΟΠΟΝΤΙΔΑΣ	11007	ΚΑΛΛΙΚΡΑΤΕΙΑ	2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ	453	6	447	25	134	89	199	4	2	3	1	5.59%	29.98%	19.91%	44.52%
PKM	9	ΧΑΛΚΙΔΙΚΗΣ	ΝΕΑΣΠΡΟΠΟΝΤΙΔΑΣ	11008	ΝΕΑ ΜΟΥΔΑΝΙΑ	ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ	442	9	433	34	113	69	217	4	2	3	1	7.85%	26.10%	15.94%	50.12%
PKM	9	ΧΑΛΚΙΔΙΚΗΣ	ΝΕΑΣΠΡΟΠΟΝΤΙΔΑΣ	11009	ΝΕΑ ΜΟΥΔΑΝΙΑ	ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ	338	11	327	20	88	69	150	4	2	3	1	6.12%	26.91%	21.10%	45.87%
PKM	9	ΧΑΛΚΙΔΙΚΗΣ	ΝΕΑΣΠΡΟΠΟΝΤΙΔΑΣ	11010	ΤΡΙΓΛΙΑ	ΚΑΠΗ 	235	1	234	32	75	49	78	4	2	3	1	13.68%	32.05%	20.94%	33.33%
PKM	9	ΧΑΛΚΙΔΙΚΗΣ	ΠΟΛΥΓΥΡΟΥ	11011	ΠΟΛΥΓΥΡΟΣ	ΔΗΜΑΡΧΕΙΟ	378	1	377	42	185	80	70	4	1	2	3	11.14%	49.07%	21.22%	18.57%
PKM	9	ΧΑΛΚΙΔΙΚΗΣ	ΠΟΛΥΓΥΡΟΥ	11012	ΑΝΘΕΜΟΥΝΤΑ	ΚΕΠ	201	4	197	9	98	23	67	4	1	3	2	4.57%	49.75%	11.68%	34.01%
PKM	9	ΧΑΛΚΙΔΙΚΗΣ	ΠΟΛΥΓΥΡΟΥ	11013	ΟΡΜΥΛΙΑ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	153	1	152	12	88	15	37	4	1	3	2	7.89%	57.89%	9.87%	24.34%
PKM	9	ΧΑΛΚΙΔΙΚΗΣ	ΠΟΛΥΓΥΡΟΥ	11014	ΖΕΡΒΟΧΩΡΙ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	191	10	181	5	94	34	48	4	1	3	2	2.76%	51.93%	18.78%	26.52%
PKM	9	ΧΑΛΚΙΔΙΚΗΣ	ΣΙΘΩΝΙΑΣ	11015	ΣΙΘΩΝΙΑ	ΔΗΜΑΡΧΕΙΟ	418	2	416	27	201	89	99	4	1	3	2	6.49%	48.32%	21.39%	23.80%
PKM	9	ΧΑΛΚΙΔΙΚΗΣ	ΣΙΘΩΝΙΑΣ	11016	ΤΟΡΩΝΗ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	93	1	92	5	21	14	52	4	2	3	1	5.43%	22.83%	15.22%	56.52%
PKM	10	ΚΙΛΚΙΣ	ΠΑΙΟΝΙΑΣ	7001	ΠΟΛΥΚΑΣΤΡΟ	ΠΟΛΙΤΙΣΤΙΚΟ ΚΕΝΤΡΟ ΔΗΜΟΥ ΠΑΙΟΝΙΑΣ	490	2	488	36	162	99	191	4	2	3	1	7.38%	33.20%	20.29%	39.14%
PKM	10	ΚΙΛΚΙΣ	ΠΑΙΟΝΙΑΣ	7002	ΠΟΛΥΚΑΣΤΡΟ	ΠΟΛΙΤΙΣΤΙΚΟ ΚΕΝΤΡΟ ΔΗΜΟΥ ΠΑΙΟΝΙΑΣ	258	0	258	19	78	54	107	4	2	3	1	7.36%	30.23%	20.93%	41.47%
PKM	10	ΚΙΛΚΙΣ	ΠΑΙΟΝΙΑΣ	7003	ΕΥΡΩΠΟΣ	ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ	285	0	285	8	65	23	189	4	2	3	1	2.81%	22.81%	8.07%	66.32%
PKM	10	ΚΙΛΚΙΣ	ΠΑΙΟΝΙΑΣ	7004	ΑΞΙΟΥΠΟΛΗ	ΔΗΜΑΡΧΕΙΟ	280	4	276	16	97	30	133	4	2	3	1	5.80%	35.14%	10.87%	48.19%
PKM	10	ΚΙΛΚΙΣ	ΚΙΛΚΙΣ	7006	ΒΥΖΑΝΤΙΟΥ 3	ΕΡΓΑΤΙΚΟ ΚΕΝΤΡΟ	483	12	471	53	112	141	165	4	3	2	1	11.25%	23.78%	29.94%	35.03%
PKM	10	ΚΙΛΚΙΣ	ΚΙΛΚΙΣ	7007	ΒΥΖΑΝΤΙΟΥ 3	ΕΡΓΑΤΙΚΟ ΚΕΝΤΡΟ	267	8	259	29	58	82	90	4	3	2	1	11.20%	22.39%	31.66%	34.75%
PKM	10	ΚΙΛΚΙΣ	ΚΙΛΚΙΣ	7008	Γ. ΚΑΠΕΤΑ 17	ΣΥΝΕΔΡΙΑΚΟ ΚΕΝΤΡΟ	553	7	546	51	144	117	234	4	2	3	1	9.34%	26.37%	21.43%	42.86%
PKM	10	ΚΙΛΚΙΣ	ΚΙΛΚΙΣ	7009	Γ. ΚΑΠΕΤΑ 17	ΣΥΝΕΔΡΙΑΚΟ ΚΕΝΤΡΟ	397	0	397	31	100	93	173	4	2	3	1	7.81%	25.19%	23.43%	43.58%
PKM	10	ΚΙΛΚΙΣ	ΚΙΛΚΙΣ	7010	ΤΕΡΠΥΛΛΟΣ	ΔΗΜΟΤΙΚΟ ΚΑΤΑΣΤΗΜΑ  ΤΕΡΠΥΛΛΟΥ	269	0	269	34	89	57	89	4	1	3	1	12.64%	33.09%	21.19%	33.09%
PKM	10	ΚΙΛΚΙΣ	ΚΙΛΚΙΣ	7011	ΧΕΡΣΟ	ΠΡΩΗΝ ΚΑΠΗ ΔΗΜΟΤΙΚΗΣ ΕΝΟΤΗΤΑΣ ΧΕΡΣΟΥ	194	0	194	7	61	16	110	4	2	3	1	3.61%	31.44%	8.25%	56.70%
PKM	10	ΚΙΛΚΙΣ	ΚΙΛΚΙΣ	7012	ΠΙΚΡΟΛΙΜΝΗ	ΔΗΜΟΤΙΚΟ ΚΑΤΑΣΤΗΜΑ ΠΙΚΡΟΛΙΜΝΗΣ-ΜΙΚΡΟΚΑΜΠΟΣ	250	3	247	21	85	43	98	4	2	3	1	8.50%	34.41%	17.41%	39.68%
PKM	10	ΚΙΛΚΙΣ	ΚΙΛΚΙΣ	7013	Σ.Σ. ΜΟΥΡΙΩΝ	ΔΗΜΟΤΙΚΟ ΚΑΤΑΣΤΗΜΑ Σ.Σ. ΜΟΥΡΙΩΝ	286	0	286	28	125	70	63	4	1	2	3	9.79%	43.71%	24.48%	22.03%
PKM	10	ΚΙΛΚΙΣ	ΚΙΛΚΙΣ	7014	ΚΑΜΠΑΝΗ	ΔΗΜΟΤΙΚΟ ΚΑΤΑΣΤΗΜΑ ΚΑΜΠΑΝΗΣ	225	0	225	14	66	38	107	4	2	3	1	6.22%	29.33%	16.89%	47.56%
PKM	11	ΠΕΛΛΗΣ	ΑΛΜΩΠΙΑΣ	8001	ΠΑΥΛΟΥ ΜΕΛΑ 87	ΕΥΞΕΙΝΟΣ ΛΕΣΧΗ	290	4	286	56	83	54	93	3	2	4	1	19.58%	29.02%	18.88%	32.52%
